;fecha;hora;dep;jur;tipo.sin;vehi;rol;edad;sexo;f.dias;otro.vehi;dir;x;y
2016;01/03/2016;20:20:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;65;M;0;MOTO;RUTA INTERBALNEARIA km. 46;613580
2016;01/04/2016;17:25:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;70;M;1;CAMIONETA;RUTA INTERBALNEARIA y CALLE 19;617437
2016;01/06/2016;09:30:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;65;M;0;CAMIONETA;RUTA 9 y RUTA 104;695045
2016;01/06/2016;09:30:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;65;M;0;CAMIONETA;RUTA 9 y RUTA 104;695045
2016;01/06/2016;18:00:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;66;F;1;AUTO;RUTA INTERBALNEARIA km. 82;
2016;01/07/2016;11:40:00;CANELONES;NACIONAL;CAIDA;MOTO;CONDUCTOR;37;M;0;;RUTA 8 km. 26;591194
2016;01/09/2016;00:55:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;33;M;1;AUTO;MIGUELETE esq. DEFENSA;575455
2016;01/09/2016;02:25:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;58;M;0;OMNIBUS;AVENIDA BURGUES esq. MAXIMO GOMEZ;574698
2016;01/09/2016;04:20:00;MALDONADO;DEPARTAMENTAL;DESPISTE;AUTO;PASAJERO;NA;F;0;;CAMINO EGUZQUIZA CASI EL QUIJOTE;694803
2016;01/11/2016;20:00:00;CERRO LARGO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;40;M;0;;MANUEL A. LESTIDO esq. TACUARÕ;767263
2016;01/11/2016;20:34:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;42;M;1;CAMIONETA;RUTA 11 km. 136;
2016;13/01/2016;05:45:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;50;M;0;AUTO;BOULEVARD GENERAL ARTIGAS esq. CARABELAS;574600
2016;13/01/2016;10:44:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;CAMIONETA;CONDUCTOR;37;M;0;CAMIONETA;RAMBLA TOMAS BERRETA esq. GENERAL SANTANDER;587250
2016;13/01/2016;12:55:00;FLORIDA;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;46;M;0;AUTO;RUTA 5 km. 99;
2016;15/01/2016;12:35:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;78;M;0;CAMIONETA;RUTA INTERBALNEARIA Y RUTA 10;650911
2016;15/01/2016;12:35:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;65;F;0;CAMIONETA;RUTA INTERBALNEARIA Y RUTA 10;650911
2016;15/01/2016;15:00:00;CANELONES;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;54;M;0;;RUTA 107 km. 17;
2016;16/01/2016;06:00:00;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;13;F;0;CAMION;RUTA 3 km. 333;426664
2016;16/01/2016;06:00:00;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;38;F;0;CAMION;RUTA 3 km. 333;426664
2016;16/01/2016;06:00:00;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;8;F;0;CAMION;RUTA 3 km. 333;426664
2016;16/01/2016;06:00:00;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;CONDUCTOR;40;M;0;CAMION;RUTA 3 km. 333;426664
2016;16/01/2016;15:35:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;23;F;1;AUTO;RUTA INTERBALNEARIA km. 29;597117
2016;17/01/2016;03:28:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;27;F;0;OMNIBUS;BOULEVARD JOSE BATLLE Y ORDO—EZ esq. JUAN JACOBO ROUSSEAU;577706
2016;17/01/2016;11:14:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;75;F;0;CAMIONETA;RUTA INTERBALNEARIA km. 37;
2016;17/01/2016;11:14:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;73;M;0;CAMIONETA;RUTA INTERBALNEARIA km. 37;
2016;19/01/2016;01:00:00;MONTEVIDEO;NACIONAL;CAIDA;MOTO;CONDUCTOR;25;M;25;;RUTA 6 km. 17;
2016;19/01/2016;19:10:00;ROCHA;NACIONAL;DESPISTE;AUTO;CONDUCTOR;74;M;1;;RUTA 14 km. 273;750763
2016;20/01/2016;18:30:00;ARTIGAS;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;72;M;0;CAMION;RUTA 30 km. 161;561252
2016;20/01/2016;20:50:00;LAVALLEJA;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;77;F;0;AUTO;RUTA 8 esq. CALLE 180;663786
2016;22/01/2016;06:55:00;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;CUATRICICLO;CONDUCTOR;76;M;0;CAMIONETA;RUTA 3 km. 380;401458
2016;23/01/2016;02:15:00;RIO NEGRO;NACIONAL;DESPISTE;MOTO;CONDUCTOR;18;M;0;;RUTA 2 km. 308;
2016;23/01/2016;06:00:00;SAN JOSE;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;38;M;9;CAMIONETA;RUTA 1 km. 26;558632
2016;23/01/2016;23:49:00;CANELONES;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;30;M;24;;GENERAL ARTIGAS esq. CAMINO AL OBELISCO;572845
2016;24/01/2016;14:07:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;68;F;3;AUTO;RAMBLA REPUBLICA DEL PERU esq. JOSE MARTI;577845
2016;25/01/2016;02:42:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;18;F;0;MOTO;GRECIA esq. BERNA;568466
2016;25/01/2016;05:55:00;CERRO LARGO;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;13;F;1;;RUTA 8 km. 356;761206
2016;25/01/2016;05:55:00;CERRO LARGO;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;62;M;1;;RUTA 8 km. 356;761206
2016;25/01/2016;18:50:00;PAYSANDU;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;43;M;23;MOTO;CALLE 16 esq. JACINTO GONZ¡LEZ;571577
2016;26/01/2016;16:15:00;ROCHA;NACIONAL;DESPISTE;AUTO;CONDUCTOR;49;F;0;;RUTA 10 km. 210;727838
2016;28/01/2016;21:30:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;OMNIBUS;CONCILIACION esq. DOCTOR MARTIN BERINDUAGUE;570971
2016;29/01/2016;22:51:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;42;M;0;AUTO;AVENIDA ITALIA  esq. CANDELARIA;581219
2016;31/01/2016;19:00:00;MONTEVIDEO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;38;M;0;;MAESTRA MARIA MANRUPE esq. ACTRIZ ANGELA TESADA;580332
2016;02/01/2016;04:26:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;1;CAMION;RUTA 32 km. 32;575619
2016;02/02/2016;00:01:00;TREINTA Y TRES;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;CONDUCTOR;68;M;1;CAMION;RUTA 8 km. 273;735865
2016;02/04/2016;20:00:00;COLONIA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;1;AUTO;F. GILOMEN esq. GUILLERMO TELL;478223
2016;02/04/2016;20:35:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;30;F;1;AUTO;RAMBLA PRESIDENTE WILSON esq. JUAN JACKSON;575593
2016;02/04/2016;23:30:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;78;M;11;OMNIBUS;ATAHONA esq. REYES;573915
2016;02/05/2016;16:04:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;62;F;0;AUTO;RAMBLA SUR esq. ANDES;573339
2016;02/05/2016;18:00:00;SORIANO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;22;M;1;CAMION;RUTA 105 km. 22;
2016;02/06/2016;00:28:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;19;F;1;CAMIONETA;AVENIDA GENERAL FLORES esq. GRONARDO;577472
2016;02/06/2016;05:33:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;65;M;1;MOTO;CAMINO DE LA PAZ A MENDOZA esq. CAMINO PASO CALPINO;571786
2016;02/06/2016;19:00:00;COLONIA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;1;AUTO;DIECINUEVE DE ABRIL esq. GENERAL JOSE G. ARTIGAS;381600
2016;02/07/2016;23:30:00;CERRO LARGO;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;70;M;0;;RUTA 7 km. 351;730597
2016;02/09/2016;05:00:00;COLONIA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;49;M;0;;CAMINO COSMOPOLITA esq. PEDRO BOUNOUS;463121
2016;02/11/2016;07:12:00;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;M;0;CAMION;RAMBLA DOCTOR BALTASAR BRUM esq. SAN RAMON;572348
2016;02/12/2016;05:19:00;MALDONADO;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;20;M;0;;GENERAL APARICIO esq. DOCTOR ELIAS REGULES;692229
2016;02/12/2016;16:30:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;39;M;0;AUTO;AVENIDA LEZICA esq. CALDERON DE LA BARCA;570664
2016;02/12/2016;20:00:00;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;44;M;0;AUTO;CARLOS SEIJO esq. DOCTOR ASCHERI;689939
2016;14/02/2016;12:20:00;RIVERA;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;NA;M;21;;RUTA 28 km. 80;655899
2016;14/02/2016;18:23:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;23;M;1;AUTO;RUTA INTERBALNEARIA km. 41;
2016;14/02/2016;21:35:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;69;M;0;CAMIONETA;CUBA esq. PERU;567701
2016;17/02/2016;09:48:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;58;M;0;OMNIBUS;CAMINO CARMELO COLMAN esq. RUTA CESAR MAYO GUTIERREZ;570930
2016;17/02/2016;11:05:00;ARTIGAS;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;65;M;1;;WILSON FERREIRA ALDUNATE esq. MIGUEL BARREIRO;551414
2016;17/02/2016;23:10:00;SAN JOSE;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;29;M;0;OMNIBUS;CEYLAN esq. AVENIDA DEL TIGRE;558650
2016;23/02/2016;15:00:00;ARTIGAS;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;16;F;1;CAMION;CIUDAD DE QUARAI esq. PARAGUAY;551261
2016;24/02/2016;13:00:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;85;M;4;AUTO;MARIA ORTICOCHEA esq. CAMINO CASTRO;572990
2016;27/02/2016;14:30:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;73;F;1;CAMIONETA;MARTIN GARCIA esq. ACEVEDO DIAZ;576000
2016;27/02/2016;15:45:00;FLORIDA;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;45;M;1;;RUTA 7 km. 196;665472
2016;27/02/2016;17:50:00;MALDONADO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;29;M;0;;RUTA 9 km. 174;
2016;28/02/2016;03:50:00;MALDONADO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;38;M;0;;RUTA 39 km. 8;687487
2016;29/02/2016;06:00:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;79;F;1;CAMION;RUTA 46 km. 58;
2016;29/02/2016;10:40:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;80;M;0;CAMION;CAMINO MALDONADO esq. CARLOMAGNO;580767
2016;03/01/2016;00:50:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;53;M;0;CAMIONETA;JOSE LLUPES esq. FLEITAS;570328
2016;03/01/2016;18:51:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;77;F;14;MOTO;AVENIDA GENERAL SAN MARTIN esq. DOCTOR JOSE REVUELTA;575372
2016;03/02/2016;17:55:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;73;M;0;AUTO;RUTA 5 km. 40;
2016;03/02/2016;20:35:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;47;M;9;AUTO;RUTA 87 Nro. km 44;
2016;03/03/2016;17:10:00;SORIANO;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;20;F;8;;RUTA 2 esq. WILSON FERREIRA ALDUNATE;405271
2016;03/03/2016;21:16:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;54;M;0;MOTO;AVENIDA DE LAS INSTRUCCIONES esq. CAMINO LA ESPIGA;580230
2016;03/04/2016;13:15:00;MALDONADO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;64;M;3;MOTO;DOCTOR ANDRES CEBERIO esq. RINCON;690082
2016;03/04/2016;14:40:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;56;M;0;CAMION;URUGUAYANA esq. DOCE DE DICIEMBRE;572759
2016;03/05/2016;16:25:00;LAVALLEJA;NACIONAL;DESPISTE;AUTO;PASAJERO;8;F;1;;RUTA 12 km. 358.500;665578
2016;03/05/2016;16:25:00;LAVALLEJA;NACIONAL;DESPISTE;AUTO;PASAJERO;24;F;1;;RUTA 12 km. 358.500;665578
2016;03/06/2016;00:00:00;SAN JOSE;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;36;F;1;CAMIONETA;RUTA 1 km 37;548354
2016;03/06/2016;19:57:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;29;M;0;CAMIONETA;RUTA INTERBALNEARIA km. 63;
2016;03/07/2016;09:10:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;52;M;1;MOTO;AVENIDA ITALIA esq. SANTANDER;579842
2016;03/07/2016;10:00:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;60;F;2;MOTO;RUTA INTERBALNEARIA km. 30;
2016;03/08/2016;12:17:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;23;AUTO;PROFESOR DOCTOR ALBERTO BARCIA esq. DIOGENES HEQUET;570355
2016;03/09/2016;00:30:00;TREINTA Y TRES;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;55;M;0;;INDEPENDENCIA esq. LA ESTACI”N;787136
2016;03/09/2016;03:10:00;SAN JOSE;NACIONAL;DESPISTE;AUTO;PASAJERO;44;F;0;;RUTA 1 km. 90;504691
2016;03/09/2016;11:10:00;SAN JOSE;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;24;M;0;CAMION;RUTA 1 km. 35;548478
2016;03/10/2016;07:00:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;40;F;0;CAMIONETA;RUTA 102 km. 22;
2016;03/11/2016;16:50:00;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;47;M;0;AUTO;RUTA 3 km. 440;417071
2016;03/11/2016;16:50:00;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;81;F;0;AUTO;RUTA 3 km. 440;417071
2016;03/12/2016;11:30:00;SAN JOSE;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;41;F;1;OMNIBUS;LOS CIPRESES esq. RUTA UNO VIEJA;553594
2016;03/12/2016;18:40:00;TREINTA Y TRES;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;49;M;1;AUTO;RUTA 17 km. 298.500;758471
2016;13/03/2016;17:30:00;SORIANO;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;PASAJERO;71;M;13;CAMIONETA;RUTA 14 km. 8;412510
2016;13/03/2016;19:38:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;29;M;0;AUTO;RUTA INTERBALNEARIA km. 56;
2016;17/03/2016;20:40:00;FLORIDA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;68;M;0;CAMIONETA;RUTA 5 esq. RUTA 12;575222
2016;18/03/2016;12:00:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;74;M;0;AUTO;MONZONI esq. JUAN AGAZZI;582654
2016;21/03/2016;15:50:00;TREINTA Y TRES;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;51;F;0;CAMIONETA;RUTA 18 km. 320;767139
2016;21/03/2016;15:50:00;TREINTA Y TRES;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;40;M;1;CAMIONETA;RUTA 18 km. 320;767139
2016;22/03/2016;00:00:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;52;M;0;CAMIONETA;RUTA 6 km. 42;
2016;22/03/2016;21:30:00;COLONIA;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;59;M;0;AUTO;RUTA 1 km. 124;
2016;25/03/2016;07:00:00;RIO NEGRO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;21;M;1;;ASENCIO esq. GENERAL FRUCTUOSO RIVERA;440790
2016;25/03/2016;10:45:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;76;M;0;AUTO;RUTA 8 km. 48.500 esq. AVENIDA JOSE PEDRO VARELA;595479
2016;26/03/2016;01:10:00;SAN JOSE;NACIONAL;DESPISTE;AUTO;CONDUCTOR;52;M;0;;RUTA 11 km. 80;552276
2016;26/03/2016;01:10:00;SAN JOSE;NACIONAL;DESPISTE;AUTO;PASAJERO;81;M;0;;RUTA 11 km. 80;552276
2016;26/03/2016;12:15:00;TACUAREMBO;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;67;M;0;;RUTA 31 km. 200;581750
2016;26/03/2016;12:15:00;TACUAREMBO;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;58;F;0;;RUTA 31 km. 200;581750
2016;27/03/2016;20:10:00;SALTO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;64;F;1;OMNIBUS;AGRACIADA esq. AVENIDA BLANDENGUES;410100
2016;28/03/2016;12:05:00;COLONIA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;55;M;1;CAMIONETA;CARLOS CUNIER esq. UTE 14 (barrio Muglini);479512
2016;28/03/2016;15:50:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;51;M;6;AUTO;RUTA 101 km.19;
2016;28/03/2016;17:00:00;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;54;M;0;CAMION;RUTA 26 km. 53;436371
2016;28/03/2016;17:00:00;PAYSANDU;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;53;F;0;CAMION;RUTA 26 km. 53;436371
2016;31/03/2016;14:45:00;SAN JOSE;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;CAMIONETA;RUTA 11 km. 78;
2016;04/01/2016;10:40:00;TACUAREMBO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;40;M;0;CAMION;RUTA 26 km 229;
2016;04/01/2016;19:05:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;14;M;0;CAMIONETA;RUTA 5 km. 49;
2016;04/02/2016;10:00:00;LAVALLEJA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;M;0;CAMIONETA;CALLE 42 esq. No encontrada;660869
2016;04/03/2016;05:40:00;SALTO;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;29;M;0;;AVENIDA MANUEL ORIBE esq. OFICIAL DOS;411085
2016;04/04/2016;08:30:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;0;CAMION;AVENIDA GENERAL FLORES esq. HUM;576820
2016;04/05/2016;08:10:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;57;F;1;CAMIONETA;RUTA 8 km. 25;590504
2016;04/07/2016;17:27:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;40;M;0;AUTO;Av. ISLAS CANARIAS esq. Av. Gral. EUGENIO GARZON;571142
2016;04/08/2016;06:15:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;M;0;CAMION;RUTA INTERBALNEARIA km. 23;591007
2016;04/08/2016;13:30:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;87;M;0;CAMIONETA;CAMINO CARRASCO esq. GARCÕA LAGOS;586357
2016;04/09/2016;17:00:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;26;M;0;CAMION;POMPEYO esq. CAMINO CORONEL RAIZ;573076
2016;04/11/2016;13:44:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;86;F;0;OMNIBUS;JUAN JACKSON esq. AVENIDA GONZALO RAMIREZ;575575
2016;04/12/2016;14:05:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;21;F;1;MOTO;RUTA 39;687353
2016;13/04/2016;22:20:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;21;F;0;AUTO;RUTA 101 km. 20;
2016;15/04/2016;06:55:00;LAVALLEJA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;64;M;2;AUTO;WASHINGTON BELTRAN esq. CLAUDIO WILLIMAN;661874
2016;15/04/2016;22:30:00;ROCHA;NACIONAL;DESPISTE;AUTO;CONDUCTOR;53;F;0;;RUTA 15 km. 23;749842
2016;16/04/2016;05:55:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;46;M;0;AUTO;RUTA 101 km. 20;
2016;17/04/2016;07:35:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;23;M;0;OMNIBUS;DOCTOR JUAN PAULLIER esq. DANIEL MU—OZ;575843
2016;19/04/2016;19:15:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;72;M;5;CAMIONETA;CMNO. CAPITAN CORALIO LACOSTA esq. AVENIDA JOSE BELLONI;578833
2016;20/04/2016;09:12:00;MONTEVIDEO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;47;M;30;;AVENIDA LUIS BATLLE BERRES esq. CAMINO CIBILS;566119
2016;21/04/2016;06:40:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;59;M;0;CAMION;AVENIDA GENERAL SAN MARTIN esq. CAMINO DOMINGO ARENA;575992
2016;21/04/2016;11:25:00;FLORES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;26;M;0;CAMION;HECTOR GUTIERREZ RUIZ esq. VEINTICINCO DE AGOSTO;508634
2016;23/04/2016;23:00:00;PAYSANDU;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;50;F;1;CAMIONETA;REP⁄BLICA ARGENTINA esq. ENRIQUE CHAPLIN;400312
2016;24/04/2016;02:45:00;COLONIA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;16;M;0;;TABARE esq. SENAQUE;460368
2016;25/04/2016;05:51:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;50;F;0;AUTO;CAMINO ALDABALDE esq. CALLE 17 METROS;570068
2016;25/04/2016;05:51:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;52;M;0;AUTO;CAMINO ALDABALDE esq. CALLE 17 METROS;570068
2016;26/04/2016;19:50:00;ARTIGAS;NACIONAL;CAIDA;MOTO;CONDUCTOR;18;M;0;;RUTA 30 km 22;
2016;05/01/2016;15:09:00;MONTEVIDEO;NACIONAL;CAIDA;MOTO;PASAJERO;34;F;4;;AVENIDA DE LAS INSTRUCCIONES ESQ. CMNO. CARLOS LINNEO;578668
2016;05/02/2016;18:30:00;SORIANO;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;CONDUCTOR;65;M;0;CAMI”N;RUTA 21 km. 334;
2016;05/03/2016;12:10:00;COLONIA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;17;M;1;AUTO;GENERAL JUAN ANTONIO LAVALLEJA esq. GENERAL JOSE G. ARTIGAS;443493
2016;05/03/2016;13:20:00;FLORES;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;51;M;0;;RUTA 3 km. 180;
2016;05/07/2016;04:30:00;SAN JOSE;NACIONAL;CAIDA;MOTO;CONDUCTOR;57;F;5;;RUTA 1 Km 60;
2016;05/07/2016;23:02:00;FLORIDA;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;63;F;1;;RUTA 77 km. 4;
