;fecha;hora;dep;jur;tipo.sin;vehi;rol;edad;sexo;f.dias;otro.vehi;dir;x;y
2015;23/12/2015;17:10:00;COLONIA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;60;M;0;OMNIBUS;RUTA 22 km. 40;448705
2015;23/12/2015;18:26:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;CAMIONETA;SANTIAGO SIERRA esq. CAPITAN BASILIO ARAUJO;575980
2015;24/12/2015;23:12:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;64;M;0;CAMIONETA;RUTA 11 km. 158.800;610618
2015;25/12/2015;09:15:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;29;M;0;AUTO;Intersecci¢n RUTA 37 y RUTA INTERBALNEARIA;661233
2015;25/12/2015;09:15:00;MALDONADO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;63;F;0;MOTO;Intersecci¢n RUTA 37 y RUTA INTERBALNEARIA;661233
2015;25/12/2015;09:15:00;MALDONADO;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;58;F;0;AUTO;Intersecci¢n RUTA 37 y RUTA INTERBALNEARIA;661233
2015;25/12/2015;13:15:00;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;8;F;1;AUTO;Av. ROOSEVELT esq. MAURICIO LITMAN;687368
2015;25/12/2015;16:08:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;40;M;0;CAMION;Av. DE LAS INSTRUCCIONES esq. C;578668
2015;26/12/2015;04:44:00;SAN JOSE;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;34;M;0;CAMIONETA;Ruta 1 km. 24;542961
2015;26/12/2015;21:50:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;51;F;0;AUTO;RUTA INTERBALNEARIA esq. MARQUEZ CASTRO;594572
2015;29/12/2015;18:05:00;MALDONADO;NACIONAL;DESPISTE;AUTO;PASAJERO;70;F;0;;RUTA INTERBALNEARIA esq. Km 83;648869
2015;29/12/2015;18:05:00;MALDONADO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;72;M;1;;RUTA INTERBALNEARIA esq. Km 83;648869
2015;31/12/2015;21:50:00;SORIANO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;36;M;0;CAMIONETA;RUTA 2 km. 217 ;443937
2014;01/01/2014;07:30:00;CERRO LARGO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;26;M;1;;CAMINO SAN DIEGO KM 63;771431
2014;01/01/2014;22:58:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;41;M;2;CAMION;CAMINO DOMINGO ARENA esq. AVENIDA DON PEDRO DE MENDOZA;577116
2014;01/02/2014;17:20:00;TREINTA Y TRES;NACIONAL;DESPISTE;AUTO;CONDUCTOR;31;M;0;;RUTA 17 km. 303;758521
2014;01/03/2014;08:50:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;9;M;0;CAMION;DOCTOR CRISTOBAL CENDAN esq. CAMINO MELGAREJO;565476
2014;01/04/2014;00:15:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;24;M;26;AUTO;BOULEVARD GENERAL ARTIGAS esq. AVENIDA INGENIERO LUIS PONCE;576405
2014;01/04/2014;09:05:00;CANELONES;NACIONAL;CAIDA;MOTO;CONDUCTOR;65;M;0;;RUTA 33 km. 23;
2014;01/05/2014;11:00:00;TACUAREMBO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;26;M;0;AUTO;RUTA 43 km. 44;606804
2014;01/05/2014;11:00:00;TACUAREMBO;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;21;F;0;AUTO;RUTA 43 km. 44;606804
2014;01/05/2014;18:40:00;SAN JOSE;NACIONAL;COLISION CON OBSTACULO;MOTO;PASAJERO;44;M;1;;RUTA 23 km. 114;490894
2014;01/06/2014;22:30:00;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;50;M;1;CAMIONETA;RUTA 37 esq. MA⁄A;658262
2014;01/07/2014;11:40:00;ARTIGAS;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;65;M;2;MOTO;GENERAL JUAN ANTONIO LAVALLEJA esq. SARANDI;550936
2014;01/09/2014;06:45:00;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;69;M;2;AUTO;ALBERTO CL CARACARA esq. MANUEL FRANCA;688767
2014;01/09/2014;09:00:00;TREINTA Y TRES;NACIONAL;DESPISTE;AUTO;CONDUCTOR;58;M;0;;RUTA 8 km. 315;747706
2014;01/09/2014;09:00:00;TREINTA Y TRES;NACIONAL;DESPISTE;AUTO;PASAJERO;53;F;0;;RUTA 8 km. 315;747706
2014;01/10/2014;17:25:00;SAN JOSE;NACIONAL;DESPISTE;CAMION;CONDUCTOR;46;M;0;;RUTA 3 km. 128;
2014;01/11/2014;07:00:00;PAYSANDU;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;59;M;3;;DAMASO ANTONIO LARRA—AGA esq. INDEPENDENCIA;397691
2014;01/11/2014;08:00:00;ROCHA;DEPARTAMENTAL;DESPISTE;CAMIONETA;CONDUCTOR;23;M;0;;CAMINO ACCESO A BARRA DE CHUY;832274
2014;01/11/2014;08:00:00;ROCHA;DEPARTAMENTAL;DESPISTE;CAMIONETA;PASAJERO;23;M;0;;CAMINO ACCESO A BARRA DE CHUY;832274
2014;01/11/2014;08:00:00;ROCHA;DEPARTAMENTAL;DESPISTE;CAMIONETA;PASAJERO;24;M;0;;CAMINO ACCESO A BARRA DE CHUY;832274
2014;01/11/2014;08:00:00;ROCHA;DEPARTAMENTAL;DESPISTE;CAMIONETA;PASAJERO;25;M;0;;CAMINO ACCESO A BARRA DE CHUY;832274
2014;01/11/2014;16:20:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;33;M;23;OMNIBUS;AVENIDA JOSE PEDRO VARELA esq. CESAR PIOVENE;595308
2014;01/11/2014;19:00:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;50;M;0;MOTO;RUTA 33 km. 23;581053
2014;01/11/2014;19:00:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;44;M;0;MOTO;RUTA 33 km. 23;581053
2014;01/12/2014;14:40:00;MONTEVIDEO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;27;M;0;;RAMBLA EUSKALERRIA esq. CANDELARIA;581131
2014;01/12/2014;18:15:00;COLONIA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;9;F;1;CAMIONETA;RUTA 1 km. 123;474070
2014;01/12/2014;18:15:00;COLONIA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;1;F;1;CAMIONETA;RUTA 1 km. 123;474070
2014;13/01/2014;23:40:00;COLONIA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;18;M;0;;CAMINO RINCON DEL REY - entre BRITOPOLIS Y BLANCARENA;474217
2014;14/01/2014;10:35:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;30;M;9;CAMION;CAMINO CARRASCO esq. PIRAN;580191
2014;15/01/2014;16:00:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;33;M;1;AUTO;CAMINO GENERAL MAXIMO SANTOS esq. BELL;572301
2014;16/01/2014;15:00:00;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;38;F;1;AUTO;RUTA 5 esq. CAMINO LA REDENCION;567251
2014;16/01/2014;17:45:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;85;M;0;AUTO;RUTA 80 km. 82;627318
2014;16/01/2014;22:40:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;43;M;1;OMNIBUS;HUM esq. GENERAL MARTIN RODRIGUEZ;575467
2014;16/01/2014;22:40:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;40;F;5;OMNIBUS;HUM esq. GENERAL MARTIN RODRIGUEZ;575467
2014;18/01/2014;08:27:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;28;F;1;OMNIBUS;CAMINO REPETTO esq. CAMINO PASO DE LA ESPA—OLA;578967
2014;18/01/2014;13:00:00;RIO NEGRO;NACIONAL;COLISION ENTRE VEHICULOS;CAMIONETA;CONDUCTOR;42;M;0;OMNIBUS;RUTA 3 km. 324;436921
2014;18/01/2014;16:00:00;FLORIDA;NACIONAL;DESPISTE;AUTO;PASAJERO;63;F;0;;RUTA 42 km. 14;
2014;18/01/2014;19:00:00;COLONIA;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;37;M;0;;CALLE 13 esq. CALLE F;446892
2014;19/01/2014;01:15:00;CANELONES;NACIONAL;ATROPELLO DE ANIMALES;MOTO;CONDUCTOR;29;M;0;;RUTA 81 km. 35;589640
2014;19/01/2014;01:15:00;CANELONES;NACIONAL;ATROPELLO DE ANIMALES;MOTO;PASAJERO;21;F;0;;RUTA 81 km. 35;589640
2014;19/01/2014;01:40:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;19;M;0;MOTO;MATILDE PACHECO DE BATLLE Y ORDO—EZ esq. AZOTEA DE LIMA;577941
2014;19/01/2014;01:40:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;19;M;0;MOTO;MATILDE PACHECO DE BATLLE Y ORDO—EZ esq. AZOTEA DE LIMA;577941
2014;19/01/2014;18:30:00;ARTIGAS;NACIONAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;20;M;0;;RUTA 4 esq. RUTA 30;548008
2014;19/01/2014;23:30:00;CANELONES;NACIONAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;19;M;1;;RUTA 64 km. 4;
2014;20/01/2014;01:00:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;17;M;0;CAMIONETA;RUTA 8 VIEJA esq. CALLE A;597815
2014;21/01/2014;16:30:00;MONTEVIDEO;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;62;M;0;CAMION;RUTA 5 esq. CAMINO REYLES (ROTONDA);566329
2014;23/01/2014;19:40:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;56;M;1;OMNIBUS;AVENIDA SECCO GARCIA esq. AVENIDA INGENIERO LUIS GIANNATTASIO;593539
2014;24/01/2014;18:05:00;RIO NEGRO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;86;M;1;CAMIONETA;ROBERTO YOUNG esq. RICARDO B. HUGHES;378508
2014;24/01/2014;22:00:00;MONTEVIDEO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;19;M;0;;CAMINO MALDONADO esq. MILAN;580474
2014;25/01/2014;17:00:00;ROCHA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;42;F;1;MAQUINARIA;19 DE ABRIL esq. AV. BRASIL;790348
2014;25/01/2014;22:25:00;SORIANO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;1;CAMIONETA;SORIANO esq. JOSE ENRIQUE RODO;386637
2014;25/01/2014;23:18:00;CANELONES;NACIONAL;DESPISTE;AUTO;CONDUCTOR;66;M;0;;RUTA INTERBALNEARIA km. 46;
2014;26/01/2014;06:00:00;SALTO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;24;M;11;AUTO;BRASIL esq. DOCTOR ARREGUI;409912
2014;26/01/2014;09:00:00;TACUAREMBO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;47;M;1;AUTO;PABLO G. RIOS esq. T. PE—A;596904
2014;26/01/2014;18:00:00;ROCHA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;27;F;0;OMNIBUS;RUTA 9 km. 301;815145
2014;26/01/2014;18:00:00;ROCHA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;21;F;0;OMNIBUS;RUTA 9 km. 301;815145
2014;28/01/2014;14:10:00;SAN JOSE;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;0;CAMION;RUTA 11 km. 53;
2014;29/01/2014;13:45:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;31;F;0;OMNIBUS;GOBERNADOR VIANA esq. ASILO;578493
2014;30/01/2014;22:30:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;33;M;19;CAMIONETA;BOULEVARD JOSE BATLLE Y ORDO—EZ esq. MARNE;576202
2014;31/01/2014;22:00:00;SAN JOSE;NACIONAL;CAIDA;MOTO;CONDUCTOR;55;M;1;;RUTA 11 km. 57;
2014;02/01/2014;03:40:00;SORIANO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;26;M;0;AUTO;RUTA 2 km. 184;463749
2014;02/02/2014;16:46:00;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;37;M;1;;CAMINO CASAVALLE esq. DOCTOR TEOFILO DIAZ;571068
2014;02/03/2014;20:00:00;ROCHA;NACIONAL;DESPISTE;AUTO;PASAJERO;60;F;1;;RUTA 9 km. 223;760355
2014;02/05/2014;07:05:00;MALDONADO;NACIONAL;CAIDA;MOTO;CONDUCTOR;46;M;1;;RUTA 10 km. 95;655121
2014;02/06/2014;11:30:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;41;M;0;OMNIBUS;AVENIDA LUIS BATLLE BERRES esq. GENERAL SANTIAGO ARTIGAS;566910
2014;02/07/2014;16:00:00;SALTO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;59;M;0;;AVENIDA DEFENSA esq. AVENIDA JOSE BATLLE Y ORDO—EZ;413668
2014;02/08/2014;05:00:00;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;19;M;8;AUTO;VEINTICINCO DE MAYO esq. JOSE DODERA;686393
2014;02/08/2014;12:45:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;1;AUTO;CAMINO ALDABALDE esq. TISCORNIA;570172
2014;02/10/2014;21:40:00;CANELONES;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;24;M;1;;AVENIDA GENERAL FRUCTUOSO RIVERA esq. AVENIDA GENERAL FLORES;571784
2014;02/11/2014;17:32:00;MONTEVIDEO;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;71;M;0;CAMION;RUTA 1 km. 22;559054
2014;14/02/2014;13:00:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;50;M;1;AUTO;MATAOJO esq. TABOBA;580350
2014;16/02/2014;04:55:00;MONTEVIDEO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;28;M;0;;AVENIDA DOCTOR CARLOS MARIA RAMIREZ esq. VIGO;568743
2014;17/02/2014;03:50:00;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;PASAJERO;15;M;0;;AVENIDA ITALIA esq. CATANIA;583590
2014;17/02/2014;03:50:00;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;NA;M;0;;AVENIDA ITALIA esq. CATANIA;583590
2014;17/02/2014;05:50:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;21;M;1;MOTO;CALLE 16 esq. CALLE 16;585013
2014;17/02/2014;10:30:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;57;M;1;AUTO;CAMINO CARMELO COLMAN esq. PORORO;569899
2014;18/02/2014;12:30:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;CAMIONETA;CONDUCTOR;NA;M;1;CAMIONETA;ACAPULCO esq. RAMBLA COSTANERA;589761
2014;18/02/2014;16:45:00;MONTEVIDEO;NACIONAL;DESPISTE;MOTO;CONDUCTOR;46;M;0;;RUTA 6 km. 21 esq. CAMINO DE LAS TROPAS --TOLEDO--;581443
2014;18/02/2014;19:55:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;38;M;1;CAMIONETA;RUTA OCHO VIEJA km. 35.000 y Edy Arquim;594939
2014;19/02/2014;20:10:00;CANELONES;NACIONAL;CAIDA;BICICLETA;CONDUCTOR;41;F;0;;RUTA 8 km. 22;
2014;20/02/2014;06:35:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;21;M;0;CAMIONETA;AVENIDA LEZICA esq. NI—A;571080
2014;20/02/2014;22:45:00;RIO NEGRO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;14;M;1;MOTO;RUTA 20 (GRECCO);495666
2014;21/02/2014;14:25:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;79;F;1;MOTO;AVENIDA GENERAL RIVERA esq. CARACAS;579189
2014;21/02/2014;14:50:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;71;F;16;MOTO;FRANCISCO SAINZ esq. BESARES;578641
2014;22/02/2014;11:35:00;CANELONES;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;81;M;0;AUTO;RUTA INTERBALNEARIA km. 28;
2014;22/02/2014;18:30:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;51;M;20;CAMIONETA;AVENIDA DE LAS AMERICAS esq. CALLE UNO;588435
2014;23/02/2014;01:30:00;FLORES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;38;M;1;MOTO;WILSON FERREIRA ALDUNATE esq. GENERAL JOSE G. ARTIGAS;509802
2014;23/02/2014;21:40:00;SALTO;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;20;M;0;MOTO;RUTA 31 km. 76;480224
2014;23/02/2014;21:40:00;SALTO;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;20;M;1;MOTO;RUTA 31 km. 76;480224
2014;24/02/2014;20:00:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;15;M;0;CAMION;RUTA OCHO VIEJA esq. AVENIDA L. ALBERTO DE HERRERA;596328
2014;25/02/2014;09:15:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;CONDUCTOR;54;M;0;OMNIBUS;AVENIDA GENERAL EUGENIO GARZON esq. BOULEVARD JOSE BATLLE Y ORDO—EZ;571318
2014;26/02/2014;06:25:00;MONTEVIDEO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;43;M;0;;HUM esq. NICOLAS DE HERRERA;576610
2014;26/02/2014;12:00:00;ROCHA;NACIONAL;DESPISTE;AUTO;PASAJERO;69;F;0;;RUTA 19 km. 18;
2014;26/02/2014;22:00:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;21;M;0;OMNIBUS;AVENIDA GENERAL FLORES esq. ANTONIO MACHADO;575358
2014;27/02/2014;10:17:00;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;22;M;0;;RAMBLA REPUBLICA DE MEXICO esq. JOSE CUNEO PERINETTI;585475
2014;28/02/2014;17:10:00;MALDONADO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;31;M;1;MOTO;CORDOBA esq. GENERAL JOSE G. ARTIGAS;687996
2014;03/01/2014;06:25:00;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;20;M;0;;BOULEVARD APARICIO SARAVIA esq. LACIO;579247
2014;03/01/2014;06:41:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;28;M;0;CAMIONETA;GALICIA esq. YI;574027
2014;03/01/2014;10:00:00;ROCHA;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;25;M;1;CAMION;RUTA 15 km. 130;
2014;03/01/2014;16:10:00;CANELONES;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;60;F;1;MOTO;CESAR MAYO GUTIERREZ senda CUATRO PIEDRAS;570675
2014;03/01/2014;17:30:00;CANELONES;NACIONAL;DESPISTE;AUTO;PASAJERO;35;M;0;;RUTA INTERBALNEARIA km. 80;645437
2014;03/01/2014;21:30:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;64;M;0;AUTO;RUTA 74 km. 28;
2014;03/02/2014;00:40:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;56;F;0;MOTO;CAMINO MALDONADO esq. FLORENCIA;581107
2014;03/02/2014;14:30:00;SALTO;DEPARTAMENTAL;COLISION CON OBSTACULO;MOTO;CONDUCTOR;24;M;1;;AVENIDA MANUEL ORIBE esq. AVENIDA ARENAL GRANDE;412000
2014;03/02/2014;22:10:00;SALTO;DEPARTAMENTAL;COLISION CON OBSTACULO;CAMIONETA;CONDUCTOR;64;F;1;;AVENIDA MANUEL ORIBE esq. JACARANDA;412000
2014;03/02/2014;23:40:00;FLORIDA;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;63;M;0;CAMION;RUTA 56 km. 29;
2014;03/04/2014;13:00:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;30;M;0;CAMIONETA;ANTONIO MACHADO esq. RAMON MARQUEZ;574509
2014;03/05/2014;06:40:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;52;M;0;AUTO;AGUSTIN BISIO esq. CAMINO REPETTO;581002
2014;03/05/2014;11:55:00;SAN JOSE;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;83;F;1;CAMION;RUTA 1 km.53;
2014;03/06/2014;01:55:00;RIVERA;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;28;M;0;;AVENIDA 1825 esq. DIEGO LAMAS;637695
2014;03/08/2014;06:00:00;DURAZNO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;53;M;1;CAMIONETA;RUTA 42 km. 12;630214
2014;03/08/2014;09:52:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;68;M;1;AUTO;RAMBLA REPUBLICA DE MEXICO esq. BELASTIQUI;584445
2014;03/09/2014;01:20:00;PAYSANDU;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;19;M;0;;AVENIDA SORIANO esq. SETEMBRINO PEREDA;397441
2014;03/09/2014;05:30:00;DURAZNO;NACIONAL;COLISION ENTRE VEHICULOS;BICICLETA;CONDUCTOR;51;M;0;AUTO;RUTA 5 km. 218;550411
2014;03/09/2014;13:25:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;37;M;6;CAMIONETA;CAMINO CIBILS esq. FRANCISCO DE GOYA;566570
2014;03/09/2014;21:30:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;17;F;1;AUTO;MARCOS JOSE MONTERROSO esq. FRANCISCO DE LAS CARRERAS;583789
2014;03/10/2014;05:15:00;TACUAREMBO;DEPARTAMENTAL;CAIDA;MOTO;CONDUCTOR;27;M;1;;INTENDENTE OLIVER esq. GENERAL DIEGO LAMAS;594454
2014;03/10/2014;08:35:00;TACUAREMBO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;84;M;11;MOTO;DOCTOR JUSTINO MENENDEZ  esq. DAMASO ANTONIO LARRA—AGA;596684
2014;03/11/2014;02:21:00;MONTEVIDEO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;21;M;0;OMNIBUS;GRECIA esq. BERNA;568466
2014;03/11/2014;09:20:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;86;F;1;CAMIONETA;JUSTICIA esq. GENERAL JUAN MANUEL PAGOLA;575022
2014;03/11/2014;19:00:00;SALTO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;45;M;0;AUTO;Avenida Acerbis;
2014;03/11/2014;19:00:00;SALTO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;PASAJERO;37;M;0;AUTO;Avenida Acerbis;
2014;13/03/2014;21:20:00;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEATON;PEATON;PEATON;56;M;0;CAMIONETA;SANTA ANA esq. NORBERTO ORTIZ;575934
2014;14/03/2014;17:59:00;MONTEVIDEO;DEPARTAMENTAL;CAIDA;MOTO;PASAJERO;60;M;0;;WALTER MEDINA esq. DOCTOR SEBASTIAN RODRIGUEZ;578364
2014;14/03/2014;19:00:00;RIO NEGRO;NACIONAL;DESPISTE;AUTO;PASAJERO;52;M;0;;RUTA 3 km. 258;474813
2014;15/03/2014;10:35:00;SALTO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;42;F;0;;RUTA 31 km. 148;538745
2014;15/03/2014;15:50:00;CANELONES;NACIONAL;ATROPELLO DE PEATON;PEATON;PEATON;27;F;6;MOTO;RUTA 67 km. 31;572074
2014;15/03/2014;17:00:00;MALDONADO;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;59;M;1;CAMIONETA;JOSE PEDRO RAMIREZ esq. SARANDI;690918
2014;15/03/2014;19:15:00;COLONIA;DEPARTAMENTAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;19;M;0;CAMION;CALLE MUNICIPIO;424494
2014;15/03/2014;22:30:00;DURAZNO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;MOTO;RUTA 14 km. 176;544393
2014;15/03/2014;22:30:00;DURAZNO;NACIONAL;COLISION ENTRE VEHICULOS;MOTO;CONDUCTOR;20;M;0;MOTO;RUTA 14 km. 176;544393
2014;16/03/2014;17:30:00;FLORIDA;NACIONAL;COLISION ENTRE VEHICULOS;AUTO;PASAJERO;43;F;0;AUTO;RUTA 5 km. 137;
